seed	coverage	substitution_rate	read_length	assembly_fraction	family_id	truth_assembly_read_ratio	truth_underrepresented	predicted_assembly_read_ratio	native_status	predicted_underrepresented	outcome
5203	1	0.001	5000	0	f1	0.0	True	0.0	low_confidence	False	FN
5203	1	0.001	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5203	1	0.001	5000	0	f3	0.0	True	0.0	reads_only	True	TP
5203	1	0.01	5000	1	f1	1.0	False	0.0	assembly_only	False	TN
5203	1	0.01	5000	1	f2	1.0	False	2.4354	possible_overexpansion	False	TN
5203	1	0.01	5000	1	f3	1.0	False	1.1818	consistent	False	TN
5203	1	0.01	5000	0.75	f1	0.75	False	0.0	assembly_only	False	TN
5203	1	0.01	5000	0.75	f2	0.75	False	1.8266	possible_overexpansion	False	TN
5203	1	0.01	5000	0.75	f3	0.75	False	0.8863	consistent	False	TN
5203	1	0.01	5000	0.5	f1	0.5	True	0.0	assembly_only	False	FN
5203	1	0.01	5000	0.5	f2	0.5	True	1.2178	consistent	False	FN
5203	1	0.01	5000	0.5	f3	0.5	True	0.5909	possible_collapse	True	TP
5203	1	0.01	5000	0.25	f1	0.25	True	0.0	assembly_only	False	FN
5203	1	0.01	5000	0.25	f2	0.25	True	0.609	consistent	False	FN
5203	1	0.01	5000	0.25	f3	0.25	True	0.2954	possible_collapse	True	TP
5203	1	0.01	5000	0	f1	0.0	True	0.0	low_confidence	False	FN
5203	1	0.01	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5203	1	0.01	5000	0	f3	0.0	True	0.0	reads_only	True	TP
5203	5	0	5000	1	f1	1.0	False	2.4987	possible_overexpansion	False	TN
5203	5	0	5000	1	f2	1.0	False	1.0748	consistent	False	TN
5203	5	0	5000	1	f3	1.0	False	0.9229	consistent	False	TN
5203	5	0	5000	0.75	f1	0.75	False	1.8741	possible_overexpansion	False	TN
5203	5	0	5000	0.75	f2	0.75	False	0.8061	consistent	False	TN
5203	5	0	5000	0.75	f3	0.75	False	0.6922	consistent	False	TN
5203	5	0	5000	0.5	f1	0.5	True	1.2494	consistent	False	FN
5203	5	0	5000	0.5	f2	0.5	True	0.5374	possible_collapse	True	TP
5203	5	0	5000	0.5	f3	0.5	True	0.4614	possible_collapse	True	TP
5203	5	0	5000	0.25	f1	0.25	True	0.6247	consistent	False	FN
5203	5	0	5000	0.25	f2	0.25	True	0.2688	possible_collapse	True	TP
5203	5	0	5000	0.25	f3	0.25	True	0.2307	possible_collapse	True	TP
